1625340299.8320808,Room1,27.262204078265164,71.26854580873061
1625340299.8320808,Room2,27.520803335591566,64.75903424313665
1625340299.8320808,Room3,26.860211105370126,70.24001985218403
1625340299.8320808,Room4,26.264922224951338,60.63624358476276
1625340299.8320808,Room5,27.989298362875324,72.91637749866476
1625340300.0341015,Room1,27.975376487155053,60.94621597029773
1625340300.0341015,Room2,25.963472246145713,67.48758174677101
1625340300.0341015,Room3,27.577760678345662,76.67108182910628
1625340300.0341015,Room4,26.919054086257,61.3564126810421
1625340300.0341015,Room5,26.019358348480672,59.78290390419647
1625340300.236407,Room1,26.446332337010624,62.67382675102019
1625340300.236407,Room2,27.89606482702916,62.08250292121359
1625340300.236407,Room3,27.20197564039405,66.9636621534371
1625340300.236407,Room4,26.200493532964934,60.48548980017002
1625340300.236407,Room5,28.798085331980356,66.1300993663967
1625340300.4396422,Room1,27.09690677844045,69.55139786351637
1625340300.4396422,Room2,27.156973771288964,77.8842949950253
1625340300.4396422,Room3,27.098013799003894,56.03006779024837
1625340300.4396422,Room4,27.5829649395847,65.61798302918731
1625340300.4396422,Room5,26.463041529974955,77.57956714287585
1625340300.6427178,Room1,27.27671940132786,63.13914714306565
1625340300.6427178,Room2,27.72999579255214,60.36548988815446
1625340300.6427178,Room3,27.07229295624102,63.452742851204746
1625340300.6427178,Room4,26.240169336057573,60.022766630293425
1625340300.6427178,Room5,27.244250808176556,62.59566535003385
1625340687.6967509,Room1,27.522268489675447,58.86406752675479
1625340687.6967509,Room2,27.37141663636263,67.39963722933553
1625340687.6967509,Room3,27.594701689683365,62.768691796351455
1625340687.6967509,Room4,26.09952716655736,79.96773187373017
1625340687.6967509,Room5,26.155070150007962,68.86110478876051
1625340688.2009516,Room1,28.02883734135787,60.84232296988026
1625340688.2009516,Room2,26.761382480313944,63.688119517230746
1625340688.2009516,Room3,25.73825873533121,67.16207863523843
1625340688.2009516,Room4,27.538716868072974,54.48866252072604
1625340688.2009516,Room5,25.874282278025365,67.966752364808
1625340688.7027574,Room1,26.57352985796297,62.77668476932694
1625340688.7027574,Room2,26.80668734164246,55.934497797901656
1625340688.7027574,Room3,26.876746521585094,53.437978286467896
1625340688.7027574,Room4,27.159342514833728,63.18504660513385
1625340688.7027574,Room5,26.664120605853974,56.321362249570356
1625340689.2117314,Room1,26.442497232282925,59.23395242073179
1625340689.2117314,Room2,28.04352587573031,69.1180088025367
1625340689.2117314,Room3,26.6894403156688,61.71911393361171
1625340689.2117314,Room4,26.4141252009698,66.3288915337917
1625340689.2117314,Room5,27.168140054752097,62.65040574548776
1625340689.7245657,Room1,25.217124358153153,60.82723982602607
1625340689.7245657,Room2,26.286184353195765,81.73528336184809
1625340689.7245657,Room3,27.92221507824602,66.98717294059641
1625340689.7245657,Room4,25.05071396368029,53.902949861434706
1625340689.7245657,Room5,26.903082581371816,65.29835481428273
1625340690.2254713,Room1,26.532855164435045,62.20463047637513
1625340690.2254713,Room2,27.19248803768216,65.79633525801655
1625340690.2254713,Room3,26.046027540716302,67.50450786469672
1625340690.2254713,Room4,26.375444678785694,67.14739289889681
1625340690.2254713,Room5,25.54654317968604,67.95076730791013
1625340690.726227,Room1,27.22191833382783,74.9099471879448
1625340690.726227,Room2,26.190316355449315,68.04903348546597
1625340690.726227,Room3,26.1170588495763,62.352683596060785
1625340690.726227,Room4,26.689724137028524,59.536772366287906
1625340690.726227,Room5,26.588894284871824,66.90231503368125
1625340691.232874,Room1,26.859468533909507,69.62608566416951
1625340691.232874,Room2,26.254377473084364,71.50422514489853
1625340691.232874,Room3,26.349264864517032,68.3200960246559
1625340691.232874,Room4,25.287939671959094,67.44161880606286
1625340691.232874,Room5,26.64197564719517,65.62899444243521
1625340691.7460282,Room1,27.487047703761768,65.36050846787063
1625340691.7460282,Room2,26.759842947797292,56.73979733127062
1625340691.7460282,Room3,27.742411615794186,71.90082341902767
1625340691.7460282,Room4,26.951715381574516,61.929539273003996
1625340691.7460282,Room5,26.600223910576513,76.15014085660322
1625340692.255009,Room1,27.24217685981074,70.90934386194549
1625340692.255009,Room2,26.339183044688657,64.4679636603261
1625340692.255009,Room3,27.2958653028294,63.46601112628407
1625340692.255009,Room4,28.375375587239333,70.08823887915308
1625340692.255009,Room5,26.040011699483692,69.99379791551426
1625340692.7560298,Room1,27.468411819065828,63.489189791780156
1625340692.7560298,Room2,27.352805677920742,56.72650435519798
1625340692.7560298,Room3,25.83500810112857,51.64610764455404
1625340692.7560298,Room4,26.698398202034348,65.60010759794008
1625340692.7560298,Room5,27.156523691316853,72.19099922238188
1625340693.2652133,Room1,26.337859175655534,68.75643590403004
1625340693.2652133,Room2,26.434620074152733,63.90957978949319
1625340693.2652133,Room3,26.217006729658475,59.630194467867156
1625340693.2652133,Room4,27.13946003235949,58.73478249309011
1625340693.2652133,Room5,26.663182467098693,65.93002410150419
1625340693.7748497,Room1,26.34680494917233,63.413489566875434
1625340693.7748497,Room2,27.072713682391857,67.29560391847542
1625340693.7748497,Room3,25.653564345538182,70.96918408171993
1625340693.7748497,Room4,27.36252052514343,65.31535994486073
1625340693.7748497,Room5,27.510873992666415,74.74594292164616
1625340694.2757673,Room1,25.891491242689966,56.815342865630626
1625340694.2757673,Room2,27.334610161085276,63.67415466585963
1625340694.2757673,Room3,26.978329136791686,64.18920629516842
1625340694.2757673,Room4,26.107522486095736,63.74395513750495
1625340694.2757673,Room5,27.623306332911817,67.13481197746016
1625340694.7777932,Room1,25.590942355928025,66.71036985695032
1625340694.7777932,Room2,27.031208806343397,62.797885680832294
1625340694.7777932,Room3,27.913315278301233,66.66980212538799
1625340694.7777932,Room4,26.500769141950055,58.22372752508653
1625340694.7777932,Room5,27.140540670582247,68.68255327733353
1625340695.2880614,Room1,26.737109715578097,63.214877827437796
1625340695.2880614,Room2,25.805632324297015,61.6086562155793
1625340695.2880614,Room3,26.541641640971473,59.15900160799338
1625340695.2880614,Room4,27.2220455012474,65.0377371179455
1625340695.2880614,Room5,26.603391949175872,75.66527981161452
1625340695.7961185,Room1,25.603641281385528,64.13325247692927
1625340695.7961185,Room2,28.407441519946428,67.68379846902499
1625340695.7961185,Room3,27.215246343037233,65.7832059080966
1625340695.7961185,Room4,27.229960584803443,53.276720966296836
1625340695.7961185,Room5,27.482280036235128,62.58939940762871
1625340696.305793,Room1,26.312058530294234,65.0564072921611
1625340696.305793,Room2,25.525975922151407,67.63247123114306
1625340696.305793,Room3,26.11070152178364,67.15448930657811
1625340696.305793,Room4,25.829384842212654,61.741826531524076
1625340696.305793,Room5,26.53180582257845,61.42712638086479
1625340696.8061578,Room1,26.42246789141991,75.37165940589983
1625340696.8061578,Room2,26.123593848640667,60.750993197485826
1625340696.8061578,Room3,27.410639602506258,64.985697890406
1625340696.8061578,Room4,26.37637079885473,61.985881438942776
1625340696.8061578,Room5,27.031448922509945,57.05508587350887
1625340697.3199472,Room1,27.755470432111355,55.52229200647142
1625340697.3199472,Room2,27.59287093726072,57.03466026997813
1625340697.3199472,Room3,27.974534605164163,65.4023644766499
1625340697.3199472,Room4,26.36474157963233,59.45635814022911
1625340697.3199472,Room5,25.82714852232553,66.04230639904189
1625340697.8252697,Room1,26.973174067321082,61.124398760021094
1625340697.8252697,Room2,26.943112677029024,68.37730249880718
1625340697.8252697,Room3,27.712998917960775,69.02331513810051
1625340697.8252697,Room4,28.078181155806146,63.40196041495348
1625340697.8252697,Room5,26.80496132765357,64.52672963177103
1625340698.3299067,Room1,26.830978044826644,69.68924852074159
1625340698.3299067,Room2,27.821576418652562,70.15656577045772
1625340698.3299067,Room3,27.152447039933588,60.132732846844625
1625340698.3299067,Room4,25.794835580574507,70.09503054361402
1625340698.3299067,Room5,27.432652828276858,60.76418575538388
1625340698.836171,Room1,26.966916148281747,63.87643143496105
1625340698.836171,Room2,28.662618852084293,69.94369401850741
1625340698.836171,Room3,26.480646978582655,71.74298484868002
1625340698.836171,Room4,27.545746276607396,67.11367270192677
1625340698.836171,Room5,27.466682440624286,62.54145130789309
1625340699.3421028,Room1,26.998530814896657,76.25340930087529
1625340699.3421028,Room2,26.1156323737633,72.81114954501416
1625340699.3421028,Room3,26.39185950161757,71.60239618053282
1625340699.3421028,Room4,25.65514028802788,62.179152972527575
1625340699.3421028,Room5,25.985002080830085,73.39173616409462
1625340699.8528657,Room1,27.008941120881534,68.95848122589678
1625340699.8528657,Room2,26.948798696450666,60.49120045960608
1625340699.8528657,Room3,27.027630559957693,64.82971523366416
1625340699.8528657,Room4,27.50985289637398,54.302236265312295
1625340699.8528657,Room5,26.499094445296308,58.31852384542779
1625340700.3543334,Room1,27.35752714393936,75.61478302853017
1625340700.3543334,Room2,26.049929197975437,68.62050179501101
1625340700.3543334,Room3,27.266056735637484,63.62991059019395
1625340700.3543334,Room4,26.209195883048423,63.39644453180454
1625340700.3543334,Room5,26.68234380805704,69.16415420591827
1625340700.8549268,Room1,26.56852892269982,68.08222767395263
1625340700.8549268,Room2,26.15109954401671,71.52456060995091
1625340700.8549268,Room3,28.277448540823215,61.88985849480433
1625340700.8549268,Room4,26.46979564693684,64.07073333990049
1625340700.8549268,Room5,27.471456931896324,71.72466424237244
1625340701.3552158,Room1,26.943777869047103,64.69129787644742
1625340701.3552158,Room2,27.011284325542245,63.357288345407476
1625340701.3552158,Room3,28.222517879327157,59.63009303123655
1625340701.3552158,Room4,26.21421179853599,72.4673083128098
1625340701.3552158,Room5,27.099980663481315,65.21400978775551
1625340701.8561559,Room1,25.526157798462243,63.31799421289469
1625340701.8561559,Room2,25.22272316370101,67.05754138132747
1625340701.8561559,Room3,26.774705610543126,60.6153560156268
1625340701.8561559,Room4,27.1835512018244,64.12424921892055
1625340701.8561559,Room5,27.255059143766374,69.2814066976839
1625340702.365227,Room1,27.121636942613073,65.08407013234718
1625340702.365227,Room2,26.5906547628637,64.47482501995893
1625340702.365227,Room3,26.338101292679912,58.62909056696851
1625340702.365227,Room4,28.057739778033106,56.5471623742256
1625340702.365227,Room5,26.852447238903313,53.63784514601599
1625340702.8663125,Room1,27.21459182498613,71.1090630518248
1625340702.8663125,Room2,26.877584409663463,67.87772962355433
1625340702.8663125,Room3,27.407341963176954,60.582182097030746
1625340702.8663125,Room4,27.6145770235692,59.093900752716195
